FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7, F8,T3,T4,T5,T6,FZ,CZ,PZ
3.125000e+01,-5.471680e+02,9.843800e+01,-3.418000e+00,1.728500e+01,-1.992200e+01,6.377000e+01,8.359400e+01,2.783200e+01,4.628900e+01,4.687500e+01,-2.565430e+02,-3.164100e+01,-3.906200e+01,-1.992200e+01,-1.982400e+01,1.001950e+02,2.562500e+02,6.084000e+01
3.798800e+01,-5.301760e+02,1.039060e+02,1.367200e+01,1.669900e+01,-1.796900e+01,6.689500e+01,9.970700e+01,2.578100e+01,5.625000e+01,5.302700e+01,-2.343750e+02,-4.130900e+01,-2.441400e+01,-1.474600e+01,-8.496000e+00,1.056640e+02,2.654300e+02,7.138700e+01
4.443400e+01,-5.113280e+02,1.137700e+02,3.925800e+01,1.669900e+01,-1.894500e+01,7.119100e+01,1.209960e+02,2.822300e+01,7.402300e+01,5.810500e+01,-2.270510e+02,-5.644500e+01,-2.207000e+01,-1.240200e+01,1.123000e+01,1.144530e+02,2.774410e+02,8.837900e+01
4.628900e+01,-5.099610e+02,1.143550e+02,4.130900e+01,1.269500e+01,-1.689500e+01,6.914100e+01,1.252930e+02,2.568400e+01,7.548800e+01,5.986300e+01,-2.384770e+02,-6.308600e+01,-3.740200e+01,-1.377000e+01,8.105000e+00,1.128910e+02,2.762700e+02,8.759800e+01
2.460900e+01,-5.403320e+02,9.023400e+01,1.464800e+01,-3.223000e+00,-1.465000e+00,5.127000e+01,1.061520e+02,1.709000e+01,5.761700e+01,3.964800e+01,-2.689450e+02,-5.888700e+01,-5.634800e+01,-3.378900e+01,-1.386700e+01,9.257800e+01,2.527340e+02,6.455100e+01
8.496000e+00,-5.617190e+02,7.148400e+01,-1.172000e+00,-1.543000e+01,1.328100e+01,3.476600e+01,8.281200e+01,8.496000e+00,3.613300e+01,2.236300e+01,-2.599610e+02,-5.058600e+01,-4.599600e+01,-5.947300e+01,-2.734400e+01,8.037100e+01,2.336910e+02,4.511700e+01
6.840000e-01,-5.801760e+02,6.337900e+01,-2.089800e+01,-1.484400e+01,1.347700e+01,3.427700e+01,6.865200e+01,1.474600e+01,2.441400e+01,1.113300e+01,-2.884770e+02,-4.716800e+01,-6.240200e+01,-6.416000e+01,-4.296900e+01,7.578100e+01,2.259770e+02,3.769500e+01
-1.044900e+01,-6.037110e+02,5.293000e+01,-4.218800e+01,-1.748000e+01,1.660200e+01,2.460900e+01,4.843800e+01,9.473000e+00,7.715000e+00,1.950000e-01,-3.267580e+02,-4.892600e+01,-9.521500e+01,-7.285200e+01,-7.138700e+01,6.552700e+01,2.138670e+02,2.138700e+01
-1.767600e+01,-6.114260e+02,4.746100e+01,-4.873000e+01,-2.099600e+01,1.552700e+01,1.582000e+01,4.287100e+01,2.734000e+00,3.223000e+00,-4.004000e+00,-3.264650e+02,-5.322300e+01,-1.037110e+02,-8.173800e+01,-7.392600e+01,6.201200e+01,2.092770e+02,1.650400e+01
4.785000e+00,-5.786130e+02,6.757800e+01,-2.060500e+01,-6.543000e+00,-2.930000e-01,3.369100e+01,6.709000e+01,1.171900e+01,2.587900e+01,1.738300e+01,-2.880860e+02,-4.150400e+01,-7.275400e+01,-6.328100e+01,-4.521500e+01,8.183600e+01,2.329100e+02,4.140600e+01
2.685500e+01,-5.485350e+02,8.906300e+01,7.520000e+00,8.398000e+00,-1.191400e+01,5.585900e+01,9.091800e+01,2.402300e+01,4.658200e+01,4.150400e+01,-2.682620e+02,-3.173800e+01,-5.039100e+01,-3.925800e+01,-2.304700e+01,1.003910e+02,2.569340e+02,6.494100e+01
3.486300e+01,-5.294920e+02,1.014650e+02,2.871100e+01,1.064500e+01,-1.328100e+01,5.986300e+01,1.043950e+02,1.904300e+01,5.732400e+01,4.755900e+01,-2.611330e+02,-3.974600e+01,-4.394500e+01,-2.910200e+01,-1.357400e+01,1.085940e+02,2.669920e+02,7.460900e+01
4.326200e+01,-5.104490e+02,1.179690e+02,5.087900e+01,1.630900e+01,-1.806600e+01,6.953100e+01,1.262700e+02,2.343800e+01,7.773400e+01,4.755900e+01,-2.394530e+02,-5.537100e+01,-2.089800e+01,-1.543000e+01,1.025400e+01,1.186520e+02,2.810550e+02,9.218800e+01
